x_mm,y_mm,z_mm
7.400000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
1.270000000000000000e+02,7.600000000000000000e+01,8.200000000000000000e+01
1.420000000000000000e+02,4.200000000000000000e+01,4.350000000000000000e+02
7.400000000000000000e+01,6.400000000000000000e+01,1.740000000000000000e+02
7.600000000000000000e+01,8.300000000000000000e+01,4.060000000000000000e+02
7.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
1.270000000000000000e+02,7.600000000000000000e+01,8.200000000000000000e+01
7.000000000000000000e+01,7.500000000000000000e+01,4.070000000000000000e+02
7.300000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.200000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
7.400000000000000000e+01,8.800000000000000000e+01,2.650000000000000000e+02
1.390000000000000000e+02,3.500000000000000000e+01,4.510000000000000000e+02
7.400000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.100000000000000000e+01,8.000000000000000000e+01,4.040000000000000000e+02
7.300000000000000000e+01,8.100000000000000000e+01,4.060000000000000000e+02
7.000000000000000000e+01,7.400000000000000000e+01,4.070000000000000000e+02
7.200000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
