x_mm,y_mm,z_mm
7.600000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
7.800000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.400000000000000000e+01,8.100000000000000000e+01
8.700000000000000000e+01,7.900000000000000000e+01,2.310000000000000000e+02
1.190000000000000000e+02,7.700000000000000000e+01,7.000000000000000000e+01
7.600000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.060000000000000000e+02
7.900000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,7.300000000000000000e+01,1.970000000000000000e+02
1.340000000000000000e+02,7.800000000000000000e+01,6.800000000000000000e+01
1.340000000000000000e+02,7.800000000000000000e+01,6.800000000000000000e+01
7.800000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.800000000000000000e+01,7.700000000000000000e+01,2.630000000000000000e+02
8.200000000000000000e+01,7.800000000000000000e+01,4.060000000000000000e+02
8.800000000000000000e+01,7.600000000000000000e+01,2.510000000000000000e+02
8.800000000000000000e+01,7.700000000000000000e+01,2.500000000000000000e+02
8.100000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
4.000000000000000000e+00,5.500000000000000000e+01,4.390000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.900000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
1.190000000000000000e+02,7.800000000000000000e+01,8.200000000000000000e+01
8.100000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.500000000000000000e+01,8.100000000000000000e+01
8.100000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.040000000000000000e+02
7.300000000000000000e+01,7.100000000000000000e+01,4.040000000000000000e+02
8.700000000000000000e+01,7.900000000000000000e+01,2.500000000000000000e+02
7.500000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.100000000000000000e+01,4.070000000000000000e+02
8.100000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.800000000000000000e+01,6.900000000000000000e+01
1.340000000000000000e+02,7.800000000000000000e+01,6.800000000000000000e+01
7.700000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
1.000000000000000000e+00,6.900000000000000000e+01,4.330000000000000000e+02
7.400000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,7.900000000000000000e+01,2.190000000000000000e+02
7.900000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
1.300000000000000000e+01,3.600000000000000000e+01,4.470000000000000000e+02
1.340000000000000000e+02,7.600000000000000000e+01,6.700000000000000000e+01
7.900000000000000000e+01,7.100000000000000000e+01,4.060000000000000000e+02
8.100000000000000000e+01,8.000000000000000000e+01,4.050000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.060000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.800000000000000000e+01
1.340000000000000000e+02,7.600000000000000000e+01,8.200000000000000000e+01
1.190000000000000000e+02,7.900000000000000000e+01,8.200000000000000000e+01
1.340000000000000000e+02,7.800000000000000000e+01,8.300000000000000000e+01
8.000000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
2.000000000000000000e+00,6.800000000000000000e+01,4.210000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
1.340000000000000000e+02,7.400000000000000000e+01,6.900000000000000000e+01
8.000000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.800000000000000000e+01
8.100000000000000000e+01,7.900000000000000000e+01,4.040000000000000000e+02
8.100000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.800000000000000000e+01,7.600000000000000000e+01,1.890000000000000000e+02
7.600000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.000000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.900000000000000000e+01,8.200000000000000000e+01
8.200000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.800000000000000000e+01,6.800000000000000000e+01
1.340000000000000000e+02,7.600000000000000000e+01,6.900000000000000000e+01
1.340000000000000000e+02,7.600000000000000000e+01,6.900000000000000000e+01
8.100000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.300000000000000000e+01,6.900000000000000000e+01
1.190000000000000000e+02,8.300000000000000000e+01,7.100000000000000000e+01
8.700000000000000000e+01,7.800000000000000000e+01,1.870000000000000000e+02
7.500000000000000000e+01,7.000000000000000000e+01,4.050000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,8.300000000000000000e+01
8.800000000000000000e+01,7.500000000000000000e+01,1.840000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.040000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.900000000000000000e+01
7.700000000000000000e+01,8.800000000000000000e+01,1.740000000000000000e+02
1.190000000000000000e+02,8.400000000000000000e+01,7.100000000000000000e+01
1.190000000000000000e+02,7.200000000000000000e+01,7.100000000000000000e+01
1.190000000000000000e+02,7.800000000000000000e+01,7.100000000000000000e+01
7.800000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.000000000000000000e+01,4.050000000000000000e+02
8.100000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
7.400000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,7.400000000000000000e+01,1.790000000000000000e+02
7.300000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,8.200000000000000000e+01
7.600000000000000000e+01,7.000000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.300000000000000000e+01,7.100000000000000000e+01
7.800000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.100000000000000000e+01,1.160000000000000000e+02
8.000000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.200000000000000000e+01,7.000000000000000000e+01
8.100000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.190000000000000000e+02,7.400000000000000000e+01,7.100000000000000000e+01
8.000000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
5.000000000000000000e+00,5.400000000000000000e+01,4.390000000000000000e+02
7.400000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.800000000000000000e+01,8.200000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,7.000000000000000000e+01
7.900000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.100000000000000000e+01,4.070000000000000000e+02
7.500000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,8.200000000000000000e+01
8.100000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.400000000000000000e+01,8.100000000000000000e+01
7.900000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
8.800000000000000000e+01,7.600000000000000000e+01,2.500000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.900000000000000000e+01
7.900000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
8.800000000000000000e+01,7.600000000000000000e+01,2.530000000000000000e+02
7.700000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.060000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
8.200000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.600000000000000000e+01,8.300000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,4.060000000000000000e+02
1.190000000000000000e+02,7.400000000000000000e+01,7.100000000000000000e+01
1.190000000000000000e+02,7.800000000000000000e+01,7.100000000000000000e+01
8.000000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
8.600000000000000000e+01,1.500000000000000000e+02,4.440000000000000000e+02
7.900000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.100000000000000000e+01,4.070000000000000000e+02
7.300000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.400000000000000000e+01,7.000000000000000000e+01
1.340000000000000000e+02,7.600000000000000000e+01,6.700000000000000000e+01
8.100000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.800000000000000000e+01,8.300000000000000000e+01
7.700000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,7.300000000000000000e+01,7.000000000000000000e+01
1.190000000000000000e+02,7.900000000000000000e+01,7.000000000000000000e+01
8.000000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.190000000000000000e+02,7.500000000000000000e+01,8.100000000000000000e+01
7.900000000000000000e+01,8.200000000000000000e+01,4.070000000000000000e+02
8.800000000000000000e+01,7.500000000000000000e+01,1.890000000000000000e+02
7.900000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,8.200000000000000000e+01
8.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
1.190000000000000000e+02,8.000000000000000000e+01,7.100000000000000000e+01
7.800000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,8.000000000000000000e+01,1.770000000000000000e+02
8.100000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,8.000000000000000000e+01,1.800000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,8.200000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+01,4.070000000000000000e+02
7.600000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.600000000000000000e+01,6.900000000000000000e+01
8.800000000000000000e+01,7.600000000000000000e+01,1.860000000000000000e+02
8.700000000000000000e+01,8.000000000000000000e+01,1.740000000000000000e+02
1.190000000000000000e+02,7.800000000000000000e+01,7.000000000000000000e+01
8.100000000000000000e+01,8.000000000000000000e+01,4.070000000000000000e+02
7.600000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,7.900000000000000000e+01,2.250000000000000000e+02
8.000000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+00,4.400000000000000000e+01,4.380000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.900000000000000000e+01
1.160000000000000000e+02,1.390000000000000000e+02,4.460000000000000000e+02
1.190000000000000000e+02,7.600000000000000000e+01,8.100000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,4.070000000000000000e+02
7.900000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.060000000000000000e+02
8.000000000000000000e+01,7.100000000000000000e+01,4.050000000000000000e+02
1.340000000000000000e+02,7.800000000000000000e+01,8.300000000000000000e+01
8.000000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.050000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.060000000000000000e+02
8.000000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
7.700000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.800000000000000000e+01,7.600000000000000000e+01,2.140000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.050000000000000000e+02
7.900000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,8.200000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,8.300000000000000000e+01
8.700000000000000000e+01,7.900000000000000000e+01,2.300000000000000000e+02
8.000000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.000000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,8.200000000000000000e+01
7.900000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,8.300000000000000000e+01
7.900000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.200000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.400000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,8.100000000000000000e+01,1.850000000000000000e+02
7.600000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
7.800000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,7.800000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.100000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,6.800000000000000000e+01
7.600000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.030000000000000000e+02
7.900000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
7.500000000000000000e+01,7.000000000000000000e+01,4.080000000000000000e+02
8.100000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.500000000000000000e+01,8.300000000000000000e+01
8.000000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
7.800000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.800000000000000000e+01,7.600000000000000000e+01,2.500000000000000000e+02
7.600000000000000000e+01,7.000000000000000000e+01,4.040000000000000000e+02
1.340000000000000000e+02,7.900000000000000000e+01,8.200000000000000000e+01
7.600000000000000000e+01,7.000000000000000000e+01,4.080000000000000000e+02
1.180000000000000000e+02,7.200000000000000000e+01,7.100000000000000000e+01
5.200000000000000000e+01,1.470000000000000000e+02,4.680000000000000000e+02
7.700000000000000000e+01,7.600000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
8.700000000000000000e+01,8.000000000000000000e+01,1.770000000000000000e+02
7.700000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
7.600000000000000000e+01,7.400000000000000000e+01,4.030000000000000000e+02
1.340000000000000000e+02,7.700000000000000000e+01,7.000000000000000000e+01
7.400000000000000000e+01,8.000000000000000000e+01,4.030000000000000000e+02
8.100000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02
7.700000000000000000e+01,7.300000000000000000e+01,4.030000000000000000e+02
8.000000000000000000e+01,8.100000000000000000e+01,4.040000000000000000e+02
7.800000000000000000e+01,7.000000000000000000e+01,4.060000000000000000e+02
8.000000000000000000e+01,7.700000000000000000e+01,4.030000000000000000e+02
7.300000000000000000e+01,7.500000000000000000e+01,4.030000000000000000e+02
