x,y,z,V
50.0000,50.0000,130.0000,0.64547703
50.0000,50.0000,132.5000,0.82340076
50.0000,50.0000,135.0000,0.79092073
50.0000,50.0000,137.5000,0.69171432
50.0000,50.0000,140.0000,0.58160511
50.0000,50.0000,142.5000,0.52458922
50.0000,50.0000,145.0000,0.45445904
50.0000,50.0000,147.5000,0.41506783
50.0000,50.0000,150.0000,0.36395811
50.0000,50.0000,152.5000,0.33404140
50.0000,50.0000,155.0000,0.29404467
50.0000,50.0000,157.5000,0.27008207
50.0000,50.0000,160.0000,0.23751690
50.0000,50.0000,162.5000,0.21777605
50.0000,50.0000,165.0000,0.19076610
50.0000,50.0000,167.5000,0.17434446
50.0000,50.0000,170.0000,0.15189939
50.0000,50.0000,172.5000,0.13830864
50.0000,50.0000,175.0000,0.11985905
50.0000,50.0000,177.5000,0.10878422
50.0000,50.0000,180.0000,0.09389262
50.0000,50.0000,182.5000,0.08503898
50.0000,50.0000,185.0000,0.07323673
50.0000,50.0000,187.5000,0.06627346
50.0000,50.0000,190.0000,0.05704614
50.0000,50.0000,192.5000,0.05162630
50.0000,50.0000,195.0000,0.04446396
50.0000,50.0000,197.5000,0.04026346
50.0000,50.0000,200.0000,0.03471322
50.0000,50.0000,202.5000,0.03145493
50.0000,50.0000,205.0000,0.02714177
50.0000,50.0000,207.5000,0.02460426
50.0000,50.0000,210.0000,0.02123821
50.0000,50.0000,212.5000,0.01925427
50.0000,50.0000,215.0000,0.01661976
50.0000,50.0000,217.5000,0.01506660
50.0000,50.0000,220.0000,0.01300500
50.0000,50.0000,222.5000,0.01179048
50.0000,50.0000,225.0000,0.01017982
50.0000,50.0000,227.5000,0.00923190
50.0000,50.0000,230.0000,0.00797571
50.0000,50.0000,232.5000,0.00723661
50.0000,50.0000,235.0000,0.00625699
50.0000,50.0000,237.5000,0.00568029
50.0000,50.0000,240.0000,0.00491503
50.0000,50.0000,242.5000,0.00446380
50.0000,50.0000,245.0000,0.00386400
50.0000,50.0000,247.5000,0.00350979
50.0000,50.0000,250.0000,0.00303853
50.0000,50.0000,252.5000,0.00276016
50.0000,50.0000,255.0000,0.00239005
50.0000,50.0000,257.5000,0.00217176
50.0000,50.0000,260.0000,0.00188212
50.0000,50.0000,262.5000,0.00171170
50.0000,50.0000,265.0000,0.00148619
50.0000,50.0000,267.5000,0.00135385
50.0000,50.0000,270.0000,0.00117917
50.0000,50.0000,272.5000,0.00107688
50.0000,50.0000,275.0000,0.00094207
50.0000,50.0000,277.5000,0.00086319
50.0000,50.0000,280.0000,0.00075916
50.0000,50.0000,282.5000,0.00069817
50.0000,50.0000,285.0000,0.00061746
50.0000,50.0000,287.5000,0.00056993
50.0000,50.0000,290.0000,0.00050666
