x,y,z,V
140.0000,50.0000,52.0000,0.00785848
140.0000,50.0000,54.5000,0.00637922
140.0000,50.0000,57.0000,0.00489205
140.0000,50.0000,59.5000,0.00423266
140.0000,50.0000,62.0000,0.00353955
140.0000,50.0000,64.5000,0.00320311
140.0000,50.0000,67.0000,0.00281473
140.0000,50.0000,69.5000,0.00260817
140.0000,50.0000,72.0000,0.00234829
140.0000,50.0000,74.5000,0.00219633
140.0000,50.0000,77.0000,0.00198652
140.0000,50.0000,79.5000,0.00185485
140.0000,50.0000,82.0000,0.00166883
140.0000,50.0000,84.5000,0.00155386
140.0000,50.0000,87.0000,0.00139743
140.0000,50.0000,89.5000,0.00130482
140.0000,50.0000,92.0000,0.00118550
140.0000,50.0000,94.5000,0.00112144
140.0000,50.0000,97.0000,0.00105641
140.0000,50.0000,99.5000,0.00104055
140.0000,50.0000,102.0000,0.00106366
140.0000,52.5000,52.0000,0.00756916
140.0000,52.5000,54.5000,0.00608135
140.0000,52.5000,57.0000,0.00458364
140.0000,52.5000,59.5000,0.00391988
140.0000,52.5000,62.0000,0.00322613
140.0000,52.5000,64.5000,0.00289362
140.0000,52.5000,67.0000,0.00251796
140.0000,52.5000,69.5000,0.00232439
140.0000,52.5000,72.0000,0.00208870
140.0000,52.5000,74.5000,0.00195299
140.0000,52.5000,77.0000,0.00176318
140.0000,52.5000,79.5000,0.00164128
140.0000,52.5000,82.0000,0.00146704
140.0000,52.5000,84.5000,0.00136033
140.0000,52.5000,87.0000,0.00121861
140.0000,52.5000,89.5000,0.00113684
140.0000,52.5000,92.0000,0.00103388
140.0000,52.5000,94.5000,0.00097988
140.0000,52.5000,97.0000,0.00092698
140.0000,52.5000,99.5000,0.00091599
140.0000,52.5000,102.0000,0.00094060
140.0000,55.0000,52.0000,0.00730635
140.0000,55.0000,54.5000,0.00580710
140.0000,55.0000,57.0000,0.00429508
140.0000,55.0000,59.5000,0.00362453
140.0000,55.0000,62.0000,0.00292732
140.0000,55.0000,64.5000,0.00259806
140.0000,55.0000,67.0000,0.00223767
140.0000,55.0000,69.5000,0.00206255
140.0000,55.0000,72.0000,0.00186407
140.0000,55.0000,74.5000,0.00175155
140.0000,55.0000,77.0000,0.00158174
140.0000,55.0000,79.5000,0.00146221
140.0000,55.0000,82.0000,0.00128333
140.0000,55.0000,84.5000,0.00117563
140.0000,55.0000,87.0000,0.00104028
140.0000,55.0000,89.5000,0.00096628
140.0000,55.0000,92.0000,0.00087674
140.0000,55.0000,94.5000,0.00083127
140.0000,55.0000,97.0000,0.00078796
140.0000,55.0000,99.5000,0.00077964
140.0000,55.0000,102.0000,0.00080137
140.0000,57.5000,52.0000,0.00720772
140.0000,57.5000,54.5000,0.00569923
140.0000,57.5000,57.0000,0.00417683
140.0000,57.5000,59.5000,0.00350148
140.0000,57.5000,62.0000,0.00280109
140.0000,57.5000,64.5000,0.00247307
140.0000,57.5000,67.0000,0.00212139
140.0000,57.5000,69.5000,0.00195802
140.0000,57.5000,72.0000,0.00178450
140.0000,57.5000,74.5000,0.00168695
140.0000,57.5000,77.0000,0.00152647
140.0000,57.5000,79.5000,0.00140349
140.0000,57.5000,82.0000,0.00121243
140.0000,57.5000,84.5000,0.00109866
140.0000,57.5000,87.0000,0.00096109
140.0000,57.5000,89.5000,0.00088872
140.0000,57.5000,92.0000,0.00080347
140.0000,57.5000,94.5000,0.00076096
140.0000,57.5000,97.0000,0.00072067
140.0000,57.5000,99.5000,0.00071254
140.0000,57.5000,102.0000,0.00073107
140.0000,60.0000,52.0000,0.00713319
140.0000,60.0000,54.5000,0.00560780
140.0000,60.0000,57.0000,0.00406789
140.0000,60.0000,59.5000,0.00338484
140.0000,60.0000,62.0000,0.00267885
140.0000,60.0000,64.5000,0.00235161
140.0000,60.0000,67.0000,0.00200994
140.0000,60.0000,69.5000,0.00186069
140.0000,60.0000,72.0000,0.00171716
140.0000,60.0000,74.5000,0.00163751
140.0000,60.0000,77.0000,0.00148676
140.0000,60.0000,79.5000,0.00135743
140.0000,60.0000,82.0000,0.00114762
140.0000,60.0000,84.5000,0.00102372
140.0000,60.0000,87.0000,0.00087972
140.0000,60.0000,89.5000,0.00080724
140.0000,60.0000,92.0000,0.00072462
140.0000,60.0000,94.5000,0.00068427
140.0000,60.0000,97.0000,0.00064584
140.0000,60.0000,99.5000,0.00063696
140.0000,60.0000,102.0000,0.00065049
140.0000,62.5000,52.0000,0.00711591
140.0000,62.5000,54.5000,0.00557790
140.0000,62.5000,57.0000,0.00402549
140.0000,62.5000,59.5000,0.00333714
140.0000,62.5000,62.0000,0.00262702
140.0000,62.5000,64.5000,0.00229962
140.0000,62.5000,67.0000,0.00196235
140.0000,62.5000,69.5000,0.00181962
140.0000,62.5000,72.0000,0.00168989
140.0000,62.5000,74.5000,0.00161846
140.0000,62.5000,77.0000,0.00147195
140.0000,62.5000,79.5000,0.00133926
140.0000,62.5000,82.0000,0.00111984
140.0000,62.5000,84.5000,0.00099047
140.0000,62.5000,87.0000,0.00084226
140.0000,62.5000,89.5000,0.00076904
140.0000,62.5000,92.0000,0.00068685
140.0000,62.5000,94.5000,0.00064706
140.0000,62.5000,97.0000,0.00060889
140.0000,62.5000,99.5000,0.00059925
140.0000,62.5000,102.0000,0.00060974
140.0000,65.0000,52.0000,0.00711811
140.0000,65.0000,54.5000,0.00556096
140.0000,65.0000,57.0000,0.00398997
140.0000,65.0000,59.5000,0.00329390
140.0000,65.0000,62.0000,0.00257744
140.0000,65.0000,64.5000,0.00224906
140.0000,65.0000,67.0000,0.00191549
140.0000,65.0000,69.5000,0.00177899
140.0000,65.0000,72.0000,0.00166252
140.0000,65.0000,74.5000,0.00159901
140.0000,65.0000,77.0000,0.00145646
140.0000,65.0000,79.5000,0.00132029
140.0000,65.0000,82.0000,0.00109100
140.0000,65.0000,84.5000,0.00095581
140.0000,65.0000,87.0000,0.00080266
140.0000,65.0000,89.5000,0.00072823
140.0000,65.0000,92.0000,0.00064585
140.0000,65.0000,94.5000,0.00060628
140.0000,65.0000,97.0000,0.00056785
140.0000,65.0000,99.5000,0.00055704
140.0000,65.0000,102.0000,0.00056372
140.0000,67.5000,52.0000,0.00712958
140.0000,67.5000,54.5000,0.00556062
140.0000,67.5000,57.0000,0.00397829
140.0000,67.5000,59.5000,0.00327752
140.0000,67.5000,62.0000,0.00255708
140.0000,67.5000,64.5000,0.00222777
140.0000,67.5000,67.0000,0.00189532
140.0000,67.5000,69.5000,0.00176123
140.0000,67.5000,72.0000,0.00165011
140.0000,67.5000,74.5000,0.00158979
140.0000,67.5000,77.0000,0.00144880
140.0000,67.5000,79.5000,0.00131112
140.0000,67.5000,82.0000,0.00107757
140.0000,67.5000,84.5000,0.00093979
140.0000,67.5000,87.0000,0.00078431
