x,y,z
205,69,85
205,69,86
205,69,87
205,70,65
205,70,66
205,70,67
205,70,85
205,70,86
205,70,87
205,70,88
205,71,65
205,71,66
205,71,86
205,71,87
205,71,88
205,72,64
205,72,65
205,72,66
205,72,87
205,72,88
205,73,64
205,73,65
205,73,66
205,73,87
205,73,88
205,74,64
205,74,65
205,74,87
205,74,88
205,74,89
205,75,64
205,75,65
205,75,88
205,75,89
205,76,64
205,76,65
205,76,88
205,76,89
205,77,64
205,77,65
205,77,88
205,77,89
205,78,64
205,78,65
205,78,87
205,78,88
205,78,89
205,79,64
205,79,65
205,79,87
205,79,88
205,79,89
205,80,64
205,80,65
205,80,66
205,80,87
205,80,88
205,81,64
205,81,65
205,81,66
205,81,86
205,81,87
205,81,88
205,82,65
205,82,66
205,82,67
205,82,86
205,82,87
205,82,88
205,83,65
205,83,66
205,83,67
205,83,85
205,83,86
205,83,87
205,84,66
205,84,67
205,84,68
205,84,84
205,84,85
205,84,86
205,84,87
205,85,67
205,85,68
205,85,69
205,85,83
205,85,84
205,85,85
205,85,86
205,86,67
205,86,68
205,86,69
205,86,70
205,86,71
205,86,82
205,86,83
205,86,84
205,86,85
205,87,68
205,87,69
205,87,70
205,87,71
205,87,72
205,87,73
205,87,74
205,87,79
205,87,80
205,87,81
205,87,82
205,87,83
205,87,84
205,88,70
205,88,71
205,88,72
205,88,73
205,88,74
205,88,75
205,88,76
205,88,77
205,88,78
205,88,79
205,88,80
205,88,81
205,88,82
205,89,73
205,89,74
205,89,75
205,89,76
205,89,77
205,89,78
205,89,79
205,89,80
206,64,72
206,64,73
206,64,74
206,64,75
206,64,76
206,64,77
206,64,78
206,64,79
206,64,80
206,64,81
206,65,69
206,65,70
206,65,71
206,65,72
206,65,73
206,65,74
206,65,75
206,65,76
206,65,77
206,65,78
206,65,79
206,65,80
206,65,81
206,65,82
206,65,83
206,66,68
206,66,69
206,66,70
206,66,71
206,66,72
206,66,81
206,66,82
206,66,83
206,66,84
206,67,67
206,67,68
206,67,69
206,67,70
206,67,71
206,67,82
206,67,83
206,67,84
206,67,85
206,68,66
206,68,67
206,68,68
206,68,84
206,68,85
206,68,86
206,69,65
206,69,66
206,69,67
206,69,68
206,69,85
206,69,86
206,69,87
206,70,65
206,70,66
206,70,67
206,70,85
206,70,86
206,70,87
206,70,88
206,71,65
206,71,66
206,71,86
206,71,87
206,71,88
206,72,64
206,72,65
206,72,66
206,72,87
206,72,88
206,73,64
206,73,65
206,73,66
206,73,87
206,73,88
206,74,64
206,74,65
206,74,87
206,74,88
206,74,89
206,75,64
206,75,65
206,75,88
206,75,89
206,76,64
206,76,65
206,76,88
206,76,89
206,77,64
206,77,65
206,77,88
206,77,89
206,78,64
206,78,65
206,78,88
206,78,89
206,79,64
206,79,65
206,79,87
206,79,88
206,79,89
206,80,64
206,80,65
206,80,66
206,80,87
206,80,88
206,81,64
206,81,65
206,81,66
206,81,86
206,81,87
206,81,88
206,82,65
206,82,66
206,82,67
206,82,86
206,82,87
206,82,88
206,83,65
206,83,66
206,83,67
206,83,85
206,83,86
206,83,87
206,84,66
206,84,67
206,84,68
206,84,84
206,84,85
206,84,86
206,84,87
206,85,67
206,85,68
206,85,69
206,85,83
206,85,84
206,85,85
206,85,86
206,86,67
206,86,68
206,86,69
206,86,70
206,86,71
206,86,82
206,86,83
206,86,84
206,86,85
206,87,68
206,87,69
206,87,70
206,87,71
206,87,72
206,87,73
206,87,79
206,87,80
206,87,81
206,87,82
206,87,83
206,87,84
206,88,70
206,88,71
206,88,72
206,88,73
206,88,74
206,88,75
206,88,76
206,88,77
206,88,78
206,88,79
206,88,80
206,88,81
206,88,82
206,89,73
206,89,74
206,89,75
206,89,76
206,89,77
206,89,78
206,89,79
206,89,80
207,64,72
207,64,73
207,64,74
207,64,75
207,64,76
207,64,77
207,64,78
207,64,79
207,64,80
207,64,81
207,65,69
207,65,70
207,65,71
207,65,72
207,65,73
207,65,74
207,65,75
207,65,76
207,65,77
207,65,78
207,65,79
207,65,80
207,65,81
207,65,82
207,65,83
207,66,68
207,66,69
207,66,70
207,66,71
207,66,72
207,66,81
207,66,82
207,66,83
207,66,84
207,67,67
207,67,68
207,67,69
207,67,70
207,67,71
207,67,82
207,67,83
207,67,84
207,67,85
207,68,66
207,68,67
207,68,68
207,68,84
207,68,85
207,68,86
207,69,65
207,69,66
207,69,67
207,69,68
207,69,85
207,69,86
207,69,87
207,70,65
207,70,66
207,70,67
207,70,85
207,70,86
207,70,87
207,70,88
207,71,65
207,71,66
207,71,86
207,71,87
207,71,88
207,72,64
207,72,65
207,72,66
207,72,87
207,72,88
207,73,64
207,73,65
207,73,66
207,73,87
207,73,88
207,74,64
207,74,65
207,74,87
207,74,88
207,74,89
207,75,64
207,75,65
207,75,88
207,75,89
207,76,64
207,76,65
207,76,88
207,76,89
207,77,64
207,77,65
207,77,88
207,77,89
207,78,64
207,78,65
207,78,88
207,78,89
207,79,64
207,79,65
207,79,87
207,79,88
207,79,89
207,80,64
207,80,65
207,80,66
207,80,87
207,80,88
207,81,64
207,81,65
207,81,66
207,81,86
207,81,87
207,81,88
207,82,65
207,82,66
207,82,67
207,82,86
207,82,87
207,82,88
207,83,65
207,83,66
207,83,67
207,83,85
207,83,86
207,83,87
207,84,66
207,84,67
207,84,68
207,84,84
207,84,85
207,84,86
207,84,87
207,85,67
207,85,68
207,85,69
207,85,83
207,85,84
207,85,85
207,85,86
207,86,67
207,86,68
207,86,69
207,86,70
207,86,71
207,86,82
207,86,83
207,86,84
207,86,85
207,87,68
207,87,69
207,87,70
207,87,71
207,87,72
207,87,73
207,87,79
207,87,80
207,87,81
207,87,82
207,87,83
207,87,84
207,88,70
207,88,71
207,88,72
207,88,73
207,88,74
207,88,75
207,88,76
207,88,77
207,88,78
207,88,79
207,88,80
207,88,81
207,88,82
207,89,73
207,89,74
207,89,75
207,89,76
207,89,77
207,89,78
207,89,79
207,89,80
208,64,72
208,64,73
208,64,74
208,64,75
208,64,76
208,64,77
208,64,78
208,64,79
208,64,80
208,64,81
208,65,69
208,65,70
208,65,71
208,65,72
208,65,73
208,65,74
208,65,75
208,65,76
208,65,77
208,65,78
208,65,79
208,65,80
208,65,81
208,65,82
208,65,83
208,66,68
208,66,69
208,66,70
208,66,71
208,66,72
208,66,81
208,66,82
208,66,83
208,66,84
208,67,67
208,67,68
208,67,69
208,67,70
208,67,71
208,67,82
208,67,83
208,67,84
208,67,85
208,68,66
208,68,67
208,68,68
208,68,84
208,68,85
208,68,86
208,69,65
208,69,66
208,69,67
208,69,68
208,69,85
208,69,86
208,69,87
208,70,65
208,70,66
208,70,67
208,70,85
208,70,86
208,70,87
208,70,88
208,71,65
208,71,66
208,71,86
208,71,87
208,71,88
208,72,64
208,72,65
208,72,66
208,72,87
208,72,88
208,73,64
208,73,65
208,73,66
208,73,87
208,73,88
208,74,64
208,74,65
208,74,87
208,74,88
208,74,89
208,75,64
208,75,65
208,75,88
208,75,89
208,76,64
208,76,65
208,76,88
208,76,89
208,77,64
208,77,65
208,77,88
208,77,89
208,78,64
208,78,65
208,78,88
208,78,89
208,79,64
208,79,65
208,79,87
208,79,88
208,79,89
208,80,64
208,80,65
208,80,66
208,80,87
208,80,88
208,81,64
208,81,65
208,81,66
208,81,86
208,81,87
208,81,88
208,82,65
208,82,66
208,82,67
208,82,86
208,82,87
208,82,88
208,83,65
208,83,66
208,83,67
208,83,85
208,83,86
208,83,87
208,84,66
208,84,67
208,84,68
208,84,84
208,84,85
208,84,86
208,84,87
208,85,67
208,85,68
208,85,69
208,85,83
208,85,84
208,85,85
208,85,86
208,86,67
208,86,68
208,86,69
208,86,70
208,86,71
208,86,82
208,86,83
208,86,84
208,86,85
208,87,68
208,87,69
208,87,70
208,87,71
208,87,72
208,87,73
208,87,79
208,87,80
208,87,81
208,87,82
208,87,83
208,87,84
208,88,70
208,88,71
208,88,72
208,88,73
208,88,74
208,88,75
208,88,76
208,88,77
208,88,78
208,88,79
208,88,80
208,88,81
208,88,82
208,89,73
208,89,74
208,89,75
208,89,76
208,89,77
208,89,78
208,89,79
208,89,80
209,64,72
209,64,73
209,64,74
209,64,75
209,64,76
209,64,77
209,64,78
209,64,79
209,64,80
209,64,81
209,65,69
209,65,70
209,65,71
209,65,72
209,65,73
209,65,74
209,65,75
209,65,76
209,65,77
209,65,78
209,65,79
209,65,80
209,65,81
209,65,82
209,65,83
209,66,68
209,66,69
209,66,70
209,66,71
209,66,72
209,66,81
209,66,82
209,66,83
209,66,84
209,67,67
209,67,68
209,67,69
209,67,70
209,67,71
209,67,82
209,67,83
209,67,84
209,67,85
209,68,66
209,68,67
209,68,68
209,68,84
209,68,85
209,68,86
209,69,65
209,69,66
209,69,67
209,69,68
209,69,85
209,69,86
209,69,87
209,70,65
209,70,66
209,70,67
209,70,85
209,70,86
209,70,87
209,70,88
209,71,65
209,71,66
209,71,86
209,71,87
209,71,88
209,72,64
209,72,65
209,72,66
209,72,87
209,72,88
209,73,64
209,73,65
209,73,66
209,73,87
209,73,88
209,74,64
209,74,65
209,74,87
209,74,88
209,74,89
209,75,64
209,75,65
209,75,88
209,75,89
209,76,64
209,76,65
209,76,88
209,76,89
209,77,64
209,77,65
209,77,88
209,77,89
209,78,64
209,78,65
209,78,88
209,78,89
209,79,64
209,79,65
209,79,87
209,79,88
209,79,89
209,80,64
209,80,65
209,80,66
209,80,87
209,80,88
209,81,64
209,81,65
209,81,66
209,81,86
209,81,87
209,81,88
209,82,65
209,82,66
209,82,67
209,82,86
209,82,87
209,82,88
209,83,65
209,83,66
209,83,67
209,83,85
209,83,86
209,83,87
209,84,66
209,84,67
209,84,68
209,84,84
209,84,85
209,84,86
209,84,87
209,85,67
209,85,68
209,85,69
209,85,83
209,85,84
209,85,85
209,85,86
209,86,67
209,86,68
209,86,69
209,86,70
209,86,71
209,86,82
209,86,83
209,86,84
209,86,85
209,87,68
209,87,69
209,87,70
209,87,71
209,87,72
209,87,73
209,87,79
209,87,80
209,87,81
209,87,82
209,87,83
209,87,84
209,88,70
209,88,71
209,88,72
209,88,73
209,88,74
209,88,75
209,88,76
209,88,77
209,88,78
209,88,79
209,88,80
209,88,81
209,88,82
209,89,73
209,89,74
209,89,75
209,89,76
209,89,77
209,89,78
209,89,79
209,89,80
210,64,72
210,64,73
210,64,74
210,64,75
210,64,76
210,64,77
210,64,78
210,64,79
210,64,80
210,64,81
210,65,69
210,65,70
210,65,71
210,65,72
210,65,73
210,65,74
210,65,75
210,65,76
210,65,77
210,65,78
210,65,79
210,65,80
210,65,81
210,65,82
210,65,83
210,66,68
210,66,69
210,66,70
210,66,71
210,66,72
210,66,81
210,66,82
210,66,83
210,66,84
210,67,67
210,67,68
210,67,69
210,67,70
210,67,71
210,67,82
210,67,83
210,67,84
210,67,85
210,68,66
210,68,67
210,68,68
210,68,84
210,68,85
210,68,86
210,69,65
210,69,66
210,69,67
210,69,68
210,69,85
210,69,86
210,69,87
210,70,65
210,70,66
210,70,67
210,70,85
210,70,86
210,70,87
210,70,88
210,71,65
210,71,66
210,71,86
210,71,87
210,71,88
210,72,64
210,72,65
210,72,66
210,72,87
210,72,88
210,73,64
210,73,65
210,73,66
210,73,87
210,73,88
210,74,64
210,74,65
210,74,87
210,74,88
210,74,89
210,75,64
210,75,65
210,75,88
210,75,89
210,76,64
210,76,65
210,76,88
210,76,89
210,77,64
210,77,65
210,77,88
210,77,89
210,78,64
210,78,65
210,78,88
210,78,89
210,79,64
210,79,65
210,79,87
210,79,88
210,79,89
210,80,64
210,80,65
210,80,66
210,80,87
210,80,88
210,81,64
210,81,65
210,81,66
210,81,86
210,81,87
210,81,88
210,82,65
210,82,66
210,82,67
210,82,86
210,82,87
210,82,88
210,83,65
210,83,66
210,83,67
210,83,85
210,83,86
210,83,87
210,84,66
210,84,67
210,84,68
210,84,84
210,84,85
210,84,86
210,84,87
210,85,67
210,85,68
210,85,69
210,85,83
210,85,84
210,85,85
210,85,86
210,86,67
210,86,68
210,86,69
210,86,70
210,86,71
210,86,82
210,86,83
210,86,84
210,86,85
210,87,68
210,87,69
210,87,70
210,87,71
210,87,72
210,87,73
210,87,79
210,87,80
210,87,81
210,87,82
210,87,83
210,87,84
210,88,70
210,88,71
210,88,72
210,88,73
210,88,74
210,88,75
210,88,76
210,88,77
210,88,78
210,88,79
210,88,80
210,88,81
210,88,82
210,89,73
210,89,74
210,89,75
210,89,76
210,89,77
210,89,78
210,89,79
210,89,80
211,64,72
211,64,73
211,64,74
211,64,75
211,64,76
211,64,77
211,64,78
211,64,79
211,64,80
211,64,81
211,65,69
211,65,70
211,65,71
211,65,72
211,65,73
211,65,74
211,65,75
211,65,76
211,65,77
211,65,78
211,65,79
211,65,80
211,65,81
211,65,82
211,65,83
211,66,68
211,66,69
211,66,70
211,66,71
211,66,72
211,66,81
211,66,82
211,66,83
211,66,84
211,67,67
211,67,68
211,67,69
211,67,70
211,67,71
211,67,82
211,67,83
211,67,84
211,67,85
211,68,66
211,68,67
211,68,68
211,68,84
211,68,85
211,68,86
211,69,65
211,69,66
211,69,67
211,69,68
211,69,85
211,69,86
211,69,87
211,70,65
211,70,66
211,70,67
211,70,85
211,70,86
211,70,87
211,70,88
211,71,65
211,71,66
211,71,86
211,71,87
211,71,88
211,72,64
211,72,65
211,72,66
211,72,87
211,72,88
211,73,64
211,73,65
211,73,66
211,73,87
211,73,88
211,74,64
211,74,65
211,74,87
211,74,88
211,74,89
211,75,64
211,75,65
211,75,88
211,75,89
211,76,64
211,76,65
211,76,88
211,76,89
211,77,64
211,77,65
211,77,88
211,77,89
211,78,64
211,78,65
211,78,88
211,78,89
211,79,64
211,79,65
211,79,87
211,79,88
211,79,89
211,80,64
211,80,65
211,80,66
211,80,87
211,80,88
211,81,64
211,81,65
211,81,66
211,81,86
211,81,87
211,81,88
211,82,65
211,82,66
211,82,67
211,82,86
211,82,87
211,82,88
211,83,65
211,83,66
211,83,67
211,83,85
211,83,86
211,83,87
211,84,66
211,84,67
211,84,68
211,84,84
211,84,85
211,84,86
211,84,87
211,85,67
211,85,68
211,85,69
211,85,83
211,85,84
211,85,85
211,85,86
211,86,67
211,86,68
211,86,69
211,86,70
211,86,71
211,86,82
211,86,83
211,86,84
211,86,85
211,87,68
211,87,69
211,87,70
211,87,71
211,87,72
211,87,73
211,87,79
211,87,80
211,87,81
211,87,82
211,87,83
211,87,84
211,88,70
211,88,71
211,88,72
211,88,73
211,88,74
211,88,75
211,88,76
211,88,77
211,88,78
211,88,79
211,88,80
211,88,81
211,88,82
211,89,73
211,89,74
211,89,75
211,89,76
211,89,77
211,89,78
211,89,79
211,89,80
212,64,72
212,64,73
212,64,74
212,64,75
212,64,76
212,64,77
212,64,78
212,64,79
212,64,80
212,64,81
212,65,69
212,65,70
212,65,71
212,65,72
212,65,73
212,65,74
212,65,75
212,65,76
212,65,77
212,65,78
212,65,79
212,65,80
212,65,81
212,65,82
212,65,83
212,66,68
212,66,69
212,66,70
212,66,71
212,66,72
212,66,81
212,66,82
212,66,83
212,66,84
212,67,67
212,67,68
212,67,69
212,67,70
212,67,71
212,67,82
212,67,83
212,67,84
212,67,85
212,68,66
212,68,67
212,68,68
212,68,84
212,68,85
212,68,86
212,69,65
212,69,66
212,69,67
212,69,68
212,69,85
212,69,86
212,69,87
212,70,65
212,70,66
212,70,67
212,70,85
212,70,86
212,70,87
212,70,88
212,71,65
212,71,66
212,71,86
212,71,87
212,71,88
212,72,64
212,72,65
212,72,66
212,72,87
212,72,88
212,73,64
212,73,65
212,73,66
212,73,87
212,73,88
212,74,64
212,74,65
212,74,87
212,74,88
212,74,89
212,75,64
212,75,65
212,75,88
212,75,89
212,76,64
212,76,65
212,76,88
212,76,89
212,77,64
212,77,65
212,77,88
212,77,89
212,78,64
212,78,65
212,78,88
212,78,89
212,79,64
212,79,65
212,79,87
212,79,88
212,79,89
212,80,64
212,80,65
212,80,66
212,80,87
212,80,88
212,81,64
212,81,65
212,81,66
212,81,86
212,81,87
212,81,88
212,82,65
212,82,66
212,82,67
212,82,86
212,82,87
212,82,88
212,83,65
212,83,66
212,83,67
212,83,85
212,83,86
212,83,87
212,84,66
212,84,67
212,84,68
212,84,84
212,84,85
212,84,86
212,84,87
212,85,67
212,85,68
212,85,69
212,85,83
212,85,84
212,85,85
212,85,86
212,86,67
212,86,68
212,86,69
212,86,70
212,86,71
212,86,82
212,86,83
212,86,84
212,86,85
212,87,68
212,87,69
212,87,70
212,87,71
212,87,72
212,87,73
212,87,79
212,87,80
212,87,81
212,87,82
212,87,83
212,87,84
212,88,70
212,88,71
212,88,72
212,88,73
212,88,74
212,88,75
212,88,76
212,88,77
212,88,78
212,88,79
212,88,80
212,88,81
212,88,82
212,89,73
212,89,74
212,89,75
212,89,76
212,89,77
212,89,78
212,89,79
212,89,80
213,64,72
213,64,73
213,64,74
213,64,75
213,64,76
213,64,77
213,64,78
213,64,79
213,64,80
213,64,81
213,65,69
213,65,70
213,65,71
213,65,72
213,65,73
213,65,74
213,65,75
213,65,76
213,65,77
213,65,78
213,65,79
213,65,80
213,65,81
213,65,82
213,65,83
213,66,68
213,66,69
213,66,70
213,66,71
213,66,72
213,66,81
213,66,82
213,66,83
213,66,84
213,67,67
213,67,68
213,67,69
213,67,70
213,67,71
213,67,82
213,67,83
213,67,84
213,67,85
213,68,66
213,68,67
213,68,68
213,68,84
213,68,85
213,68,86
213,69,65
213,69,66
213,69,67
213,69,68
213,69,85
213,69,86
213,69,87
213,70,65
213,70,66
213,70,67
213,70,85
213,70,86
213,70,87
213,70,88
213,71,65
213,71,66
213,71,86
213,71,87
213,71,88
213,72,64
213,72,65
213,72,66
213,72,87
213,72,88
213,73,64
213,73,65
213,73,66
213,73,87
213,73,88
213,74,64
213,74,65
213,74,87
213,74,88
213,74,89
213,75,64
213,75,65
213,75,88
213,75,89
213,76,64
213,76,65
213,76,88
213,76,89
213,77,64
213,77,65
213,77,88
213,77,89
213,78,64
213,78,65
213,78,88
213,78,89
213,79,64
213,79,65
213,79,87
213,79,88
213,79,89
213,80,64
213,80,65
213,80,66
213,80,87
213,80,88
213,81,64
213,81,65
213,81,66
213,81,86
213,81,87
213,81,88
213,82,65
213,82,66
213,82,67
213,82,86
213,82,87
213,82,88
213,83,65
213,83,66
213,83,67
213,83,85
213,83,86
213,83,87
213,84,66
213,84,67
213,84,68
213,84,84
213,84,85
213,84,86
213,84,87
213,85,67
213,85,68
213,85,69
213,85,83
213,85,84
213,85,85
213,85,86
213,86,67
213,86,68
213,86,69
213,86,70
213,86,71
213,86,82
213,86,83
213,86,84
213,86,85
213,87,68
213,87,69
213,87,70
213,87,71
213,87,72
213,87,73
213,87,79
213,87,80
213,87,81
213,87,82
213,87,83
213,87,84
213,88,70
213,88,71
213,88,72
213,88,73
213,88,74
213,88,75
213,88,76
213,88,77
213,88,78
213,88,79
213,88,80
213,88,81
213,88,82
213,89,73
213,89,74
213,89,75
213,89,76
213,89,77
213,89,78
213,89,79
213,89,80
214,64,72
214,64,73
214,64,74
214,64,75
214,64,76
214,64,77
214,64,78
214,64,79
214,64,80
214,64,81
214,65,69
214,65,70
214,65,71
214,65,72
214,65,73
214,65,74
214,65,75
214,65,76
214,65,77
214,65,78
214,65,79
214,65,80
214,65,81
214,65,82
214,65,83
214,66,68
214,66,69
214,66,70
214,66,71
214,66,72
214,66,81
214,66,82
214,66,83
214,66,84
214,67,67
214,67,68
214,67,69
214,67,70
214,67,71
214,67,82
214,67,83
214,67,84
214,67,85
214,68,66
214,68,67
214,68,68
214,68,84
214,68,85
214,68,86
214,69,65
214,69,66
214,69,67
214,69,68
214,69,85
214,69,86
214,69,87
214,70,65
214,70,66
214,70,67
214,70,85
214,70,86
214,70,87
214,70,88
214,71,65
214,71,66
214,71,86
214,71,87
214,71,88
214,72,64
214,72,65
214,72,66
214,72,87
214,72,88
214,73,64
214,73,65
214,73,66
214,73,87
214,73,88
214,74,64
214,74,65
214,74,87
214,74,88
214,74,89
214,75,64
214,75,65
214,75,88
214,75,89
214,76,64
214,76,65
214,76,88
214,76,89
214,77,64
214,77,65
214,77,88
214,77,89
214,78,64
214,78,65
214,78,88
214,78,89
214,79,64
214,79,65
214,79,87
214,79,88
214,79,89
214,80,64
214,80,65
214,80,66
214,80,87
214,80,88
214,81,64
214,81,65
214,81,66
214,81,86
214,81,87
214,81,88
214,82,65
214,82,66
214,82,67
214,82,86
214,82,87
214,82,88
214,83,65
214,83,66
214,83,67
214,83,85
214,83,86
214,83,87
214,84,66
214,84,67
214,84,68
214,84,84
214,84,85
214,84,86
214,84,87
214,85,67
214,85,68
214,85,69
214,85,83
214,85,84
214,85,85
214,85,86
214,86,67
214,86,68
214,86,69
214,86,70
214,86,71
214,86,82
214,86,83
214,86,84
214,86,85
214,87,68
214,87,69
214,87,70
214,87,71
214,87,72
214,87,73
214,87,79
214,87,80
214,87,81
214,87,82
214,87,83
214,87,84
214,88,70
214,88,71
214,88,72
214,88,73
214,88,74
214,88,75
214,88,76
214,88,77
214,88,78
214,88,79
214,88,80
214,88,81
214,88,82
214,89,73
214,89,74
214,89,75
214,89,76
214,89,77
214,89,78
214,89,79
214,89,80
215,64,72
215,64,73
215,64,74
215,64,75
215,64,76
215,64,77
215,64,78
215,64,79
215,64,80
215,64,81
215,65,69
215,65,70
215,65,71
215,65,72
215,65,73
215,65,74
215,65,75
215,65,76
215,65,77
215,65,78
215,65,79
215,65,80
215,65,81
215,65,82
215,65,83
215,66,68
215,66,69
215,66,70
215,66,71
215,66,72
215,66,81
215,66,82
215,66,83
215,66,84
215,67,67
215,67,68
215,67,69
215,67,70
215,67,71
215,67,82
215,67,83
215,67,84
215,67,85
215,68,66
215,68,67
215,68,68
215,68,84
215,68,85
215,68,86
215,69,65
215,69,66
215,69,67
215,69,68
215,69,85
215,69,86
215,69,87
215,70,65
215,70,66
215,70,67
215,70,85
215,70,86
215,70,87
215,70,88
215,71,65
215,71,66
215,71,86
215,71,87
215,71,88
215,72,64
215,72,65
215,72,66
215,72,87
215,72,88
215,73,64
215,73,65
215,73,66
215,73,87
215,73,88
215,74,64
215,74,65
215,74,87
215,74,88
215,74,89
215,75,64
215,75,65
215,75,88
215,75,89
215,76,64
215,76,65
215,76,88
215,76,89
215,77,64
215,77,65
215,77,88
215,77,89
215,78,64
215,78,65
215,78,88
215,78,89
215,79,64
215,79,65
215,79,87
215,79,88
215,79,89
215,80,64
215,80,65
215,80,66
215,80,87
215,80,88
215,81,64
215,81,65
215,81,66
215,81,86
215,81,87
215,81,88
215,82,65
215,82,66
215,82,67
215,82,86
215,82,87
215,82,88
215,83,65
215,83,66
215,83,67
215,83,85
215,83,86
215,83,87
215,84,66
215,84,67
215,84,68
215,84,84
215,84,85
215,84,86
215,84,87
215,85,67
215,85,68
215,85,69
215,85,83
215,85,84
215,85,85
215,85,86
215,86,67
215,86,68
215,86,69
215,86,70
215,86,71
215,86,82
215,86,83
215,86,84
215,86,85
215,87,68
215,87,69
215,87,70
215,87,71
215,87,72
215,87,73
215,87,79
215,87,80
215,87,81
215,87,82
215,87,83
215,87,84
215,88,70
215,88,71
215,88,72
215,88,73
215,88,74
215,88,75
215,88,76
215,88,77
215,88,78
215,88,79
215,88,80
215,88,81
215,88,82
215,89,73
215,89,74
215,89,75
215,89,76
215,89,77
215,89,78
215,89,79
215,89,80
216,64,72
216,64,73
216,64,74
216,64,75
216,64,76
216,64,77
216,64,78
216,64,79
216,64,80
216,64,81
216,65,69
216,65,70
216,65,71
216,65,72
216,65,73
216,65,74
216,65,75
216,65,76
216,65,77
216,65,78
216,65,79
216,65,80
216,65,81
216,65,82
216,65,83
216,66,68
216,66,69
216,66,70
216,66,71
216,66,72
216,66,81
216,66,82
216,66,83
216,66,84
216,67,67
216,67,68
216,67,69
216,67,70
216,67,71
216,67,82
216,67,83
216,67,84
216,67,85
216,68,66
216,68,67
216,68,68
216,68,84
216,68,85
216,68,86
216,69,65
216,69,66
216,69,67
216,69,68
216,69,85
216,69,86
216,69,87
216,70,65
216,70,66
216,70,67
216,70,85
216,70,86
216,70,87
216,70,88
216,71,65
216,71,66
216,71,86
216,71,87
216,71,88
216,72,64
216,72,65
216,72,66
216,72,87
216,72,88
216,73,64
216,73,65
216,73,66
216,73,87
216,73,88
216,74,64
216,74,65
216,74,87
216,74,88
216,74,89
216,75,64
216,75,65
216,75,88
216,75,89
216,76,64
216,76,65
216,76,88
216,76,89
216,77,64
216,77,65
216,77,88
216,77,89
216,78,64
216,78,65
216,78,88
216,78,89
216,79,64
216,79,65
216,79,87
216,79,88
216,79,89
216,80,64
216,80,65
216,80,66
216,80,87
216,80,88
216,81,64
216,81,65
216,81,66
216,81,86
216,81,87
216,81,88
216,82,65
216,82,66
216,82,67
216,82,86
216,82,87
216,82,88
216,83,65
216,83,66
216,83,67
216,83,85
216,83,86
216,83,87
216,84,66
216,84,67
216,84,68
216,84,84
