x,y,z
64.0,102.0,134.0
64.0,104.0,114.0
64.0,104.0,116.0
64.0,104.0,118.0
64.0,104.0,126.0
64.0,104.0,132.0
64.0,104.0,134.0
64.0,106.0,132.0
64.0,106.0,134.0
64.0,108.0,132.0
64.0,108.0,134.0
64.0,110.0,132.0
64.0,110.0,134.0
66.0,42.0,132.0
66.0,42.0,134.0
66.0,44.0,132.0
66.0,44.0,134.0
66.0,46.0,132.0
66.0,46.0,134.0
66.0,48.0,114.0
66.0,48.0,116.0
66.0,48.0,118.0
66.0,48.0,126.0
66.0,48.0,132.0
66.0,48.0,134.0
66.0,50.0,114.0
66.0,50.0,118.0
66.0,50.0,126.0
66.0,50.0,132.0
66.0,50.0,134.0
66.0,52.0,42.0
66.0,52.0,44.0
66.0,52.0,46.0
66.0,52.0,48.0
66.0,52.0,50.0
66.0,52.0,52.0
66.0,52.0,54.0
66.0,52.0,56.0
66.0,52.0,58.0
66.0,52.0,94.0
66.0,52.0,96.0
66.0,52.0,98.0
66.0,52.0,100.0
66.0,52.0,102.0
66.0,52.0,104.0
66.0,52.0,106.0
66.0,52.0,108.0
66.0,52.0,110.0
66.0,52.0,114.0
66.0,52.0,118.0
66.0,52.0,126.0
66.0,52.0,132.0
66.0,52.0,134.0
66.0,54.0,42.0
66.0,54.0,54.0
66.0,54.0,56.0
66.0,54.0,58.0
66.0,54.0,94.0
66.0,54.0,96.0
66.0,54.0,98.0
66.0,54.0,110.0
66.0,54.0,114.0
66.0,54.0,118.0
66.0,54.0,126.0
66.0,54.0,132.0
66.0,54.0,134.0
66.0,56.0,42.0
66.0,56.0,54.0
66.0,56.0,56.0
66.0,56.0,58.0
66.0,56.0,94.0
66.0,56.0,96.0
66.0,56.0,98.0
66.0,56.0,110.0
66.0,56.0,114.0
66.0,56.0,118.0
66.0,56.0,126.0
66.0,56.0,132.0
66.0,56.0,134.0
66.0,58.0,42.0
66.0,58.0,54.0
66.0,58.0,56.0
66.0,58.0,58.0
66.0,58.0,94.0
66.0,58.0,96.0
66.0,58.0,98.0
66.0,58.0,110.0
66.0,58.0,114.0
66.0,58.0,118.0
66.0,58.0,126.0
66.0,58.0,132.0
66.0,58.0,134.0
66.0,60.0,42.0
66.0,60.0,54.0
66.0,60.0,56.0
66.0,60.0,58.0
66.0,60.0,94.0
66.0,60.0,96.0
66.0,60.0,98.0
66.0,60.0,110.0
66.0,60.0,114.0
66.0,60.0,118.0
66.0,60.0,126.0
66.0,60.0,132.0
66.0,60.0,134.0
66.0,62.0,42.0
66.0,62.0,54.0
66.0,62.0,56.0
66.0,62.0,58.0
66.0,62.0,94.0
66.0,62.0,96.0
66.0,62.0,98.0
66.0,62.0,110.0
66.0,62.0,114.0
66.0,62.0,118.0
66.0,62.0,126.0
66.0,62.0,132.0
66.0,62.0,134.0
66.0,64.0,42.0
66.0,64.0,54.0
66.0,64.0,56.0
66.0,64.0,58.0
66.0,64.0,94.0
66.0,64.0,96.0
66.0,64.0,98.0
66.0,64.0,110.0
66.0,64.0,114.0
66.0,64.0,118.0
66.0,64.0,126.0
66.0,64.0,132.0
66.0,64.0,134.0
66.0,66.0,42.0
66.0,66.0,54.0
66.0,66.0,56.0
66.0,66.0,58.0
66.0,66.0,94.0
66.0,66.0,96.0
66.0,66.0,98.0
66.0,66.0,110.0
66.0,66.0,114.0
66.0,66.0,118.0
66.0,66.0,126.0
66.0,66.0,132.0
66.0,66.0,134.0
66.0,68.0,42.0
66.0,68.0,54.0
66.0,68.0,56.0
66.0,68.0,58.0
66.0,68.0,94.0
66.0,68.0,96.0
66.0,68.0,98.0
66.0,68.0,110.0
66.0,68.0,114.0
66.0,68.0,118.0
66.0,68.0,126.0
66.0,68.0,132.0
66.0,68.0,134.0
66.0,68.0,174.0
66.0,68.0,212.0
66.0,68.0,250.0
66.0,70.0,42.0
66.0,70.0,54.0
66.0,70.0,56.0
66.0,70.0,58.0
66.0,70.0,94.0
66.0,70.0,96.0
66.0,70.0,98.0
66.0,70.0,110.0
66.0,70.0,114.0
66.0,70.0,118.0
66.0,70.0,126.0
66.0,70.0,132.0
66.0,70.0,134.0
66.0,70.0,174.0
66.0,70.0,176.0
66.0,70.0,178.0
66.0,70.0,180.0
66.0,70.0,182.0
66.0,70.0,184.0
66.0,70.0,186.0
66.0,70.0,188.0
66.0,70.0,190.0
66.0,70.0,192.0
66.0,70.0,194.0
66.0,70.0,196.0
66.0,70.0,198.0
66.0,70.0,212.0
66.0,70.0,214.0
66.0,70.0,216.0
66.0,70.0,218.0
66.0,70.0,220.0
66.0,70.0,222.0
66.0,70.0,224.0
66.0,70.0,226.0
66.0,70.0,228.0
66.0,70.0,230.0
66.0,70.0,232.0
66.0,70.0,234.0
66.0,70.0,236.0
66.0,70.0,250.0
66.0,70.0,252.0
66.0,70.0,254.0
66.0,70.0,256.0
66.0,70.0,258.0
66.0,70.0,260.0
66.0,70.0,262.0
66.0,70.0,264.0
66.0,70.0,266.0
66.0,70.0,268.0
66.0,70.0,270.0
66.0,70.0,272.0
66.0,70.0,274.0
66.0,70.0,276.0
66.0,72.0,42.0
66.0,72.0,54.0
66.0,72.0,56.0
66.0,72.0,58.0
66.0,72.0,94.0
66.0,72.0,96.0
66.0,72.0,98.0
66.0,72.0,110.0
66.0,72.0,114.0
66.0,72.0,118.0
66.0,72.0,126.0
66.0,72.0,132.0
66.0,72.0,134.0
66.0,72.0,174.0
66.0,72.0,176.0
66.0,72.0,178.0
66.0,72.0,180.0
66.0,72.0,182.0
66.0,72.0,184.0
66.0,72.0,186.0
66.0,72.0,188.0
66.0,72.0,190.0
66.0,72.0,192.0
66.0,72.0,194.0
66.0,72.0,196.0
66.0,72.0,198.0
66.0,72.0,212.0
66.0,72.0,214.0
66.0,72.0,216.0
66.0,72.0,218.0
66.0,72.0,220.0
66.0,72.0,222.0
66.0,72.0,224.0
66.0,72.0,226.0
66.0,72.0,228.0
66.0,72.0,230.0
66.0,72.0,232.0
66.0,72.0,234.0
66.0,72.0,236.0
66.0,72.0,250.0
66.0,72.0,252.0
66.0,72.0,254.0
66.0,72.0,256.0
66.0,72.0,258.0
66.0,72.0,260.0
66.0,72.0,262.0
66.0,72.0,264.0
66.0,72.0,266.0
66.0,72.0,268.0
66.0,72.0,270.0
66.0,72.0,272.0
66.0,72.0,274.0
66.0,72.0,276.0
66.0,74.0,42.0
66.0,74.0,54.0
66.0,74.0,56.0
66.0,74.0,58.0
66.0,74.0,94.0
66.0,74.0,96.0
66.0,74.0,98.0
66.0,74.0,110.0
66.0,74.0,114.0
66.0,74.0,118.0
66.0,74.0,126.0
66.0,74.0,132.0
66.0,74.0,134.0
66.0,76.0,42.0
66.0,76.0,54.0
66.0,76.0,56.0
66.0,76.0,58.0
66.0,76.0,94.0
66.0,76.0,96.0
66.0,76.0,98.0
66.0,76.0,110.0
66.0,76.0,114.0
66.0,76.0,118.0
66.0,76.0,126.0
66.0,76.0,132.0
66.0,76.0,134.0
66.0,78.0,42.0
66.0,78.0,54.0
66.0,78.0,56.0
66.0,78.0,58.0
66.0,78.0,94.0
66.0,78.0,96.0
66.0,78.0,98.0
66.0,78.0,110.0
66.0,78.0,114.0
66.0,78.0,118.0
66.0,78.0,126.0
66.0,78.0,132.0
66.0,78.0,134.0
66.0,80.0,42.0
66.0,80.0,54.0
66.0,80.0,56.0
66.0,80.0,58.0
66.0,80.0,94.0
66.0,80.0,96.0
66.0,80.0,98.0
66.0,80.0,110.0
66.0,80.0,114.0
66.0,80.0,118.0
66.0,80.0,126.0
66.0,80.0,132.0
66.0,80.0,134.0
66.0,80.0,174.0
66.0,80.0,176.0
66.0,80.0,178.0
66.0,80.0,180.0
66.0,80.0,182.0
66.0,80.0,184.0
66.0,80.0,186.0
66.0,80.0,188.0
66.0,80.0,190.0
66.0,80.0,192.0
66.0,80.0,194.0
66.0,80.0,196.0
66.0,80.0,198.0
66.0,80.0,212.0
66.0,80.0,214.0
66.0,80.0,216.0
66.0,80.0,218.0
66.0,80.0,220.0
66.0,80.0,222.0
66.0,80.0,224.0
66.0,80.0,226.0
66.0,80.0,228.0
66.0,80.0,230.0
66.0,80.0,232.0
66.0,80.0,234.0
66.0,80.0,236.0
66.0,80.0,250.0
66.0,80.0,252.0
66.0,80.0,254.0
66.0,80.0,256.0
66.0,80.0,258.0
66.0,80.0,260.0
66.0,80.0,262.0
66.0,80.0,264.0
66.0,80.0,266.0
66.0,80.0,268.0
66.0,80.0,270.0
66.0,80.0,272.0
66.0,80.0,274.0
66.0,80.0,276.0
66.0,82.0,42.0
66.0,82.0,54.0
66.0,82.0,56.0
66.0,82.0,58.0
66.0,82.0,94.0
66.0,82.0,96.0
66.0,82.0,98.0
66.0,82.0,110.0
66.0,82.0,114.0
66.0,82.0,118.0
66.0,82.0,126.0
66.0,82.0,132.0
66.0,82.0,134.0
66.0,82.0,174.0
66.0,82.0,176.0
66.0,82.0,178.0
66.0,82.0,180.0
66.0,82.0,182.0
66.0,82.0,184.0
66.0,82.0,186.0
66.0,82.0,188.0
66.0,82.0,190.0
66.0,82.0,192.0
66.0,82.0,194.0
66.0,82.0,196.0
66.0,82.0,198.0
66.0,82.0,212.0
66.0,82.0,214.0
66.0,82.0,216.0
66.0,82.0,218.0
66.0,82.0,220.0
66.0,82.0,222.0
66.0,82.0,224.0
66.0,82.0,226.0
66.0,82.0,228.0
66.0,82.0,230.0
66.0,82.0,232.0
66.0,82.0,234.0
66.0,82.0,236.0
66.0,82.0,250.0
66.0,82.0,252.0
66.0,82.0,254.0
66.0,82.0,256.0
66.0,82.0,258.0
66.0,82.0,260.0
66.0,82.0,262.0
66.0,82.0,264.0
66.0,82.0,266.0
66.0,82.0,268.0
66.0,82.0,270.0
66.0,82.0,272.0
66.0,82.0,274.0
66.0,82.0,276.0
66.0,84.0,42.0
66.0,84.0,54.0
66.0,84.0,56.0
66.0,84.0,58.0
66.0,84.0,94.0
66.0,84.0,96.0
66.0,84.0,98.0
66.0,84.0,110.0
66.0,84.0,114.0
66.0,84.0,118.0
66.0,84.0,126.0
66.0,84.0,132.0
66.0,84.0,134.0
66.0,84.0,174.0
66.0,84.0,176.0
66.0,84.0,178.0
66.0,84.0,180.0
66.0,84.0,182.0
66.0,84.0,184.0
66.0,84.0,186.0
66.0,84.0,188.0
66.0,84.0,190.0
66.0,84.0,192.0
66.0,84.0,194.0
66.0,84.0,196.0
66.0,84.0,198.0
66.0,84.0,212.0
66.0,84.0,214.0
66.0,84.0,216.0
66.0,84.0,218.0
66.0,84.0,220.0
66.0,84.0,222.0
66.0,84.0,224.0
66.0,84.0,226.0
66.0,84.0,228.0
66.0,84.0,230.0
66.0,84.0,232.0
66.0,84.0,234.0
66.0,84.0,236.0
66.0,84.0,250.0
66.0,84.0,252.0
66.0,84.0,254.0
66.0,84.0,256.0
66.0,84.0,258.0
66.0,84.0,260.0
66.0,84.0,262.0
66.0,84.0,264.0
66.0,84.0,266.0
66.0,84.0,268.0
66.0,84.0,270.0
66.0,84.0,272.0
66.0,84.0,274.0
66.0,84.0,276.0
66.0,86.0,42.0
66.0,86.0,54.0
66.0,86.0,56.0
66.0,86.0,58.0
66.0,86.0,94.0
66.0,86.0,96.0
66.0,86.0,98.0
66.0,86.0,110.0
66.0,86.0,114.0
66.0,86.0,118.0
66.0,86.0,126.0
66.0,86.0,132.0
66.0,86.0,134.0
66.0,88.0,42.0
66.0,88.0,54.0
66.0,88.0,56.0
66.0,88.0,58.0
66.0,88.0,94.0
66.0,88.0,96.0
66.0,88.0,98.0
66.0,88.0,110.0
66.0,88.0,114.0
66.0,88.0,118.0
66.0,88.0,126.0
66.0,88.0,132.0
66.0,88.0,134.0
66.0,90.0,42.0
66.0,90.0,54.0
66.0,90.0,56.0
66.0,90.0,58.0
66.0,90.0,94.0
66.0,90.0,96.0
66.0,90.0,98.0
66.0,90.0,110.0
66.0,90.0,114.0
66.0,90.0,118.0
66.0,90.0,126.0
66.0,90.0,132.0
66.0,90.0,134.0
66.0,92.0,42.0
66.0,92.0,54.0
66.0,92.0,56.0
66.0,92.0,58.0
66.0,92.0,94.0
66.0,92.0,96.0
66.0,92.0,98.0
66.0,92.0,110.0
66.0,92.0,114.0
66.0,92.0,118.0
66.0,92.0,126.0
66.0,92.0,132.0
66.0,92.0,134.0
66.0,94.0,42.0
66.0,94.0,54.0
66.0,94.0,56.0
66.0,94.0,58.0
66.0,94.0,94.0
66.0,94.0,96.0
66.0,94.0,98.0
66.0,94.0,110.0
66.0,94.0,114.0
66.0,94.0,118.0
66.0,94.0,126.0
66.0,94.0,132.0
66.0,94.0,134.0
66.0,96.0,42.0
66.0,96.0,54.0
66.0,96.0,56.0
66.0,96.0,58.0
66.0,96.0,94.0
66.0,96.0,96.0
66.0,96.0,98.0
66.0,96.0,110.0
66.0,96.0,114.0
66.0,96.0,118.0
66.0,96.0,126.0
66.0,96.0,132.0
66.0,96.0,134.0
66.0,98.0,42.0
66.0,98.0,54.0
66.0,98.0,56.0
66.0,98.0,58.0
66.0,98.0,94.0
66.0,98.0,96.0
66.0,98.0,98.0
66.0,98.0,110.0
66.0,98.0,114.0
66.0,98.0,118.0
66.0,98.0,126.0
66.0,98.0,132.0
66.0,98.0,134.0
66.0,100.0,42.0
66.0,100.0,44.0
66.0,100.0,46.0
66.0,100.0,48.0
66.0,100.0,50.0
66.0,100.0,52.0
66.0,100.0,54.0
66.0,100.0,56.0
66.0,100.0,58.0
66.0,100.0,94.0
66.0,100.0,96.0
66.0,100.0,98.0
66.0,100.0,100.0
66.0,100.0,102.0
66.0,100.0,104.0
66.0,100.0,106.0
66.0,100.0,108.0
66.0,100.0,110.0
66.0,100.0,114.0
66.0,100.0,118.0
66.0,100.0,126.0
66.0,100.0,132.0
66.0,100.0,134.0
66.0,102.0,114.0
66.0,102.0,118.0
66.0,102.0,126.0
66.0,102.0,132.0
66.0,102.0,134.0
66.0,104.0,114.0
66.0,104.0,116.0
66.0,104.0,118.0
66.0,104.0,126.0
66.0,104.0,132.0
66.0,104.0,134.0
66.0,106.0,132.0
66.0,106.0,134.0
66.0,108.0,132.0
66.0,108.0,134.0
66.0,110.0,132.0
66.0,110.0,134.0
68.0,42.0,132.0
68.0,42.0,134.0
68.0,44.0,132.0
68.0,44.0,134.0
68.0,46.0,132.0
68.0,46.0,134.0
68.0,48.0,114.0
68.0,48.0,116.0
68.0,48.0,118.0
68.0,48.0,126.0
68.0,48.0,132.0
68.0,48.0,134.0
68.0,50.0,114.0
68.0,50.0,118.0
68.0,50.0,126.0
68.0,50.0,132.0
68.0,50.0,134.0
68.0,52.0,42.0
68.0,52.0,44.0
68.0,52.0,46.0
68.0,52.0,48.0
68.0,52.0,50.0
68.0,52.0,52.0
68.0,52.0,100.0
68.0,52.0,102.0
68.0,52.0,104.0
68.0,52.0,106.0
68.0,52.0,108.0
68.0,52.0,110.0
68.0,52.0,114.0
68.0,52.0,118.0
68.0,52.0,126.0
68.0,52.0,132.0
68.0,52.0,134.0
68.0,54.0,42.0
68.0,54.0,48.0
68.0,54.0,50.0
68.0,54.0,52.0
68.0,54.0,100.0
68.0,54.0,102.0
68.0,54.0,104.0
68.0,54.0,110.0
68.0,54.0,114.0
68.0,54.0,118.0
68.0,54.0,126.0
68.0,54.0,132.0
68.0,54.0,134.0
68.0,56.0,42.0
68.0,56.0,48.0
68.0,56.0,50.0
68.0,56.0,52.0
68.0,56.0,100.0
68.0,56.0,102.0
68.0,56.0,104.0
68.0,56.0,110.0
68.0,56.0,114.0
68.0,56.0,118.0
68.0,56.0,126.0
68.0,56.0,132.0
68.0,56.0,134.0
68.0,58.0,42.0
68.0,58.0,48.0
68.0,58.0,50.0
68.0,58.0,52.0
68.0,58.0,100.0
68.0,58.0,102.0
68.0,58.0,104.0
68.0,58.0,110.0
68.0,58.0,114.0
68.0,58.0,118.0
68.0,58.0,126.0
68.0,58.0,132.0
68.0,58.0,134.0
68.0,60.0,42.0
68.0,60.0,48.0
68.0,60.0,50.0
68.0,60.0,52.0
68.0,60.0,100.0
68.0,60.0,102.0
68.0,60.0,104.0
68.0,60.0,110.0
68.0,60.0,114.0
68.0,60.0,118.0
68.0,60.0,126.0
68.0,60.0,132.0
68.0,60.0,134.0
68.0,62.0,42.0
68.0,62.0,48.0
68.0,62.0,50.0
68.0,62.0,52.0
68.0,62.0,100.0
68.0,62.0,102.0
68.0,62.0,104.0
68.0,62.0,110.0
68.0,62.0,114.0
68.0,62.0,118.0
68.0,62.0,126.0
68.0,62.0,132.0
68.0,62.0,134.0
68.0,64.0,42.0
68.0,64.0,48.0
68.0,64.0,50.0
68.0,64.0,52.0
68.0,64.0,100.0
68.0,64.0,102.0
68.0,64.0,104.0
68.0,64.0,110.0
68.0,64.0,114.0
68.0,64.0,118.0
68.0,64.0,126.0
68.0,64.0,132.0
68.0,64.0,134.0
68.0,66.0,42.0
68.0,66.0,48.0
68.0,66.0,50.0
68.0,66.0,52.0
68.0,66.0,100.0
68.0,66.0,102.0
68.0,66.0,104.0
68.0,66.0,110.0
68.0,66.0,114.0
68.0,66.0,118.0
68.0,66.0,126.0
68.0,66.0,132.0
68.0,66.0,134.0
68.0,66.0,174.0
68.0,66.0,176.0
68.0,66.0,178.0
68.0,66.0,180.0
68.0,66.0,182.0
68.0,66.0,184.0
68.0,66.0,186.0
68.0,66.0,188.0
68.0,66.0,190.0
68.0,66.0,192.0
68.0,66.0,194.0
68.0,66.0,196.0
68.0,66.0,198.0
68.0,66.0,212.0
68.0,66.0,214.0
68.0,66.0,216.0
68.0,66.0,218.0
68.0,66.0,220.0
68.0,66.0,222.0
68.0,66.0,224.0
68.0,66.0,226.0
68.0,66.0,228.0
68.0,66.0,230.0
68.0,66.0,232.0
68.0,66.0,234.0
68.0,66.0,236.0
68.0,66.0,250.0
68.0,66.0,252.0
68.0,66.0,254.0
68.0,66.0,256.0
68.0,66.0,258.0
68.0,66.0,260.0
68.0,66.0,262.0
68.0,66.0,264.0
68.0,66.0,266.0
68.0,66.0,268.0
68.0,66.0,270.0
68.0,66.0,272.0
68.0,66.0,274.0
68.0,66.0,276.0
68.0,68.0,42.0
68.0,68.0,48.0
68.0,68.0,50.0
68.0,68.0,52.0
68.0,68.0,100.0
68.0,68.0,102.0
68.0,68.0,104.0
68.0,68.0,110.0
68.0,68.0,114.0
68.0,68.0,118.0
68.0,68.0,126.0
68.0,68.0,132.0
68.0,68.0,134.0
68.0,68.0,174.0
68.0,68.0,176.0
68.0,68.0,178.0
68.0,68.0,180.0
68.0,68.0,182.0
68.0,68.0,184.0
68.0,68.0,186.0
68.0,68.0,188.0
68.0,68.0,190.0
68.0,68.0,192.0
68.0,68.0,194.0
68.0,68.0,196.0
68.0,68.0,198.0
68.0,68.0,212.0
68.0,68.0,214.0
68.0,68.0,216.0
68.0,68.0,218.0
68.0,68.0,220.0
68.0,68.0,222.0
68.0,68.0,224.0
68.0,68.0,226.0
68.0,68.0,228.0
68.0,68.0,230.0
68.0,68.0,232.0
68.0,68.0,234.0
68.0,68.0,236.0
68.0,68.0,250.0
68.0,68.0,252.0
68.0,68.0,254.0
68.0,68.0,256.0
68.0,68.0,258.0
68.0,68.0,260.0
68.0,68.0,262.0
68.0,68.0,264.0
68.0,68.0,266.0
68.0,68.0,268.0
68.0,68.0,270.0
68.0,68.0,272.0
68.0,68.0,274.0
68.0,68.0,276.0
68.0,70.0,42.0
68.0,70.0,48.0
68.0,70.0,50.0
68.0,70.0,52.0
68.0,70.0,100.0
68.0,70.0,102.0
68.0,70.0,104.0
68.0,70.0,110.0
68.0,70.0,114.0
68.0,70.0,118.0
68.0,70.0,126.0
68.0,70.0,132.0
68.0,70.0,134.0
68.0,72.0,42.0
68.0,72.0,48.0
68.0,72.0,50.0
68.0,72.0,52.0
68.0,72.0,100.0
68.0,72.0,102.0
68.0,72.0,104.0
68.0,72.0,110.0
68.0,72.0,114.0
68.0,72.0,118.0
68.0,72.0,126.0
68.0,72.0,132.0
68.0,72.0,134.0
68.0,74.0,42.0
68.0,74.0,48.0
68.0,74.0,50.0
68.0,74.0,52.0
68.0,74.0,100.0
68.0,74.0,102.0
68.0,74.0,104.0
68.0,74.0,110.0
68.0,74.0,114.0
68.0,74.0,118.0
68.0,74.0,126.0
68.0,74.0,132.0
68.0,74.0,134.0
68.0,76.0,42.0
68.0,76.0,48.0
68.0,76.0,50.0
68.0,76.0,52.0
68.0,76.0,100.0
68.0,76.0,102.0
68.0,76.0,104.0
68.0,76.0,110.0
68.0,76.0,114.0
68.0,76.0,118.0
68.0,76.0,126.0
68.0,76.0,132.0
68.0,76.0,134.0
68.0,78.0,42.0
68.0,78.0,48.0
68.0,78.0,50.0
68.0,78.0,52.0
68.0,78.0,100.0
68.0,78.0,102.0
68.0,78.0,104.0
68.0,78.0,110.0
68.0,78.0,114.0
68.0,78.0,118.0
68.0,78.0,126.0
68.0,78.0,132.0
68.0,78.0,134.0
68.0,80.0,42.0
68.0,80.0,48.0
68.0,80.0,50.0
68.0,80.0,52.0
68.0,80.0,100.0
68.0,80.0,102.0
68.0,80.0,104.0
68.0,80.0,110.0
68.0,80.0,114.0
68.0,80.0,118.0
68.0,80.0,126.0
68.0,80.0,132.0
68.0,80.0,134.0
68.0,82.0,42.0
68.0,82.0,48.0
68.0,82.0,50.0
68.0,82.0,52.0
68.0,82.0,100.0
68.0,82.0,102.0
68.0,82.0,104.0
68.0,82.0,110.0
68.0,82.0,114.0
68.0,82.0,118.0
68.0,82.0,126.0
68.0,82.0,132.0
68.0,82.0,134.0
68.0,84.0,42.0
68.0,84.0,48.0
68.0,84.0,50.0
68.0,84.0,52.0
68.0,84.0,100.0
68.0,84.0,102.0
68.0,84.0,104.0
68.0,84.0,110.0
68.0,84.0,114.0
68.0,84.0,118.0
68.0,84.0,126.0
68.0,84.0,132.0
68.0,84.0,134.0
68.0,84.0,174.0
68.0,84.0,176.0
68.0,84.0,178.0
68.0,84.0,180.0
68.0,84.0,182.0
68.0,84.0,184.0
68.0,84.0,186.0
68.0,84.0,188.0
68.0,84.0,190.0
68.0,84.0,192.0
68.0,84.0,194.0
68.0,84.0,196.0
68.0,84.0,198.0
68.0,84.0,212.0
68.0,84.0,214.0
68.0,84.0,216.0
68.0,84.0,218.0
68.0,84.0,220.0
68.0,84.0,222.0
68.0,84.0,224.0
68.0,84.0,226.0
68.0,84.0,228.0
68.0,84.0,230.0
68.0,84.0,232.0
68.0,84.0,234.0
68.0,84.0,236.0
68.0,84.0,250.0
68.0,84.0,252.0
68.0,84.0,254.0
68.0,84.0,256.0
68.0,84.0,258.0
68.0,84.0,260.0
68.0,84.0,262.0
68.0,84.0,264.0
68.0,84.0,266.0
68.0,84.0,268.0
68.0,84.0,270.0
68.0,84.0,272.0
68.0,84.0,274.0
68.0,84.0,276.0
68.0,86.0,42.0
68.0,86.0,48.0
68.0,86.0,50.0
68.0,86.0,52.0
68.0,86.0,100.0
68.0,86.0,102.0
68.0,86.0,104.0
68.0,86.0,110.0
68.0,86.0,114.0
68.0,86.0,118.0
68.0,86.0,126.0
68.0,86.0,132.0
68.0,86.0,134.0
68.0,86.0,174.0
68.0,86.0,176.0
68.0,86.0,178.0
68.0,86.0,180.0
68.0,86.0,182.0
68.0,86.0,184.0
68.0,86.0,186.0
68.0,86.0,188.0
68.0,86.0,190.0
68.0,86.0,192.0
68.0,86.0,194.0
68.0,86.0,196.0
68.0,86.0,198.0
68.0,86.0,212.0
68.0,86.0,214.0
68.0,86.0,216.0
68.0,86.0,218.0
68.0,86.0,220.0
68.0,86.0,222.0
68.0,86.0,224.0
68.0,86.0,226.0
68.0,86.0,228.0
68.0,86.0,230.0
68.0,86.0,232.0
68.0,86.0,234.0
68.0,86.0,236.0
68.0,86.0,250.0
68.0,86.0,252.0
68.0,86.0,254.0
68.0,86.0,256.0
68.0,86.0,258.0
68.0,86.0,260.0
68.0,86.0,262.0
68.0,86.0,264.0
68.0,86.0,266.0
68.0,86.0,268.0
68.0,86.0,270.0
68.0,86.0,272.0
68.0,86.0,274.0
68.0,86.0,276.0
68.0,88.0,42.0
68.0,88.0,48.0
68.0,88.0,50.0
68.0,88.0,52.0
68.0,88.0,100.0
68.0,88.0,102.0
68.0,88.0,104.0
68.0,88.0,110.0
68.0,88.0,114.0
68.0,88.0,118.0
68.0,88.0,126.0
68.0,88.0,132.0
68.0,88.0,134.0
68.0,90.0,42.0
68.0,90.0,48.0
68.0,90.0,50.0
68.0,90.0,52.0
68.0,90.0,100.0
68.0,90.0,102.0
68.0,90.0,104.0
68.0,90.0,110.0
68.0,90.0,114.0
68.0,90.0,118.0
68.0,90.0,126.0
68.0,90.0,132.0
68.0,90.0,134.0
68.0,92.0,42.0
68.0,92.0,48.0
68.0,92.0,50.0
68.0,92.0,52.0
68.0,92.0,100.0
68.0,92.0,102.0
68.0,92.0,104.0
68.0,92.0,110.0
68.0,92.0,114.0
68.0,92.0,118.0
68.0,92.0,126.0
68.0,92.0,132.0
68.0,92.0,134.0
68.0,94.0,42.0
68.0,94.0,48.0
68.0,94.0,50.0
68.0,94.0,52.0
68.0,94.0,100.0
68.0,94.0,102.0
68.0,94.0,104.0
68.0,94.0,110.0
68.0,94.0,114.0
68.0,94.0,118.0
68.0,94.0,126.0
68.0,94.0,132.0
68.0,94.0,134.0
68.0,96.0,42.0
68.0,96.0,48.0
68.0,96.0,50.0
68.0,96.0,52.0
68.0,96.0,100.0
68.0,96.0,102.0
68.0,96.0,104.0
68.0,96.0,110.0
68.0,96.0,114.0
68.0,96.0,118.0
68.0,96.0,126.0
68.0,96.0,132.0
68.0,96.0,134.0
68.0,98.0,42.0
68.0,98.0,48.0
68.0,98.0,50.0
68.0,98.0,52.0
68.0,98.0,100.0
68.0,98.0,102.0
68.0,98.0,104.0
68.0,98.0,110.0
68.0,98.0,114.0
68.0,98.0,118.0
68.0,98.0,126.0
68.0,98.0,132.0
68.0,98.0,134.0
68.0,100.0,42.0
68.0,100.0,44.0
68.0,100.0,46.0
68.0,100.0,48.0
68.0,100.0,50.0
68.0,100.0,52.0
68.0,100.0,100.0
68.0,100.0,102.0
68.0,100.0,104.0
68.0,100.0,106.0
68.0,100.0,108.0
68.0,100.0,110.0
68.0,100.0,114.0
68.0,100.0,118.0
68.0,100.0,126.0
68.0,100.0,132.0
68.0,100.0,134.0
68.0,102.0,114.0
68.0,102.0,118.0
68.0,102.0,126.0
68.0,102.0,132.0
68.0,102.0,134.0
68.0,104.0,114.0
68.0,104.0,116.0
68.0,104.0,118.0
68.0,104.0,126.0
68.0,104.0,132.0
68.0,104.0,134.0
68.0,106.0,132.0
68.0,106.0,134.0
68.0,108.0,132.0
68.0,108.0,134.0
68.0,110.0,132.0
68.0,110.0,134.0
70.0,42.0,132.0
70.0,42.0,134.0
70.0,44.0,132.0
70.0,44.0,134.0
70.0,46.0,132.0
70.0,46.0,134.0
70.0,48.0,114.0
70.0,48.0,116.0
70.0,48.0,118.0
70.0,48.0,126.0
70.0,48.0,132.0
70.0,48.0,134.0
70.0,50.0,114.0
70.0,50.0,118.0
70.0,50.0,126.0
70.0,50.0,132.0
70.0,50.0,134.0
70.0,52.0,42.0
70.0,52.0,44.0
70.0,52.0,46.0
70.0,52.0,48.0
70.0,52.0,104.0
70.0,52.0,106.0
70.0,52.0,108.0
70.0,52.0,110.0
70.0,52.0,114.0
70.0,52.0,116.0
70.0,52.0,118.0
70.0,52.0,126.0
70.0,52.0,132.0
70.0,52.0,134.0
70.0,54.0,42.0
70.0,54.0,44.0
70.0,54.0,46.0
70.0,54.0,48.0
70.0,54.0,104.0
70.0,54.0,106.0
70.0,54.0,108.0
70.0,54.0,110.0
70.0,54.0,114.0
70.0,54.0,116.0
70.0,54.0,118.0
70.0,54.0,126.0
70.0,54.0,132.0
