x,y,z,V
50.0000,50.0000,130.0000,0.00011820
50.0000,50.0000,132.5000,0.00010409
50.0000,50.0000,135.0000,0.00027088
50.0000,50.0000,137.5000,0.00049408
50.0000,50.0000,140.0000,0.00080940
50.0000,50.0000,142.5000,0.00101418
50.0000,50.0000,145.0000,0.00132351
50.0000,50.0000,147.5000,0.00153541
50.0000,50.0000,150.0000,0.00186780
50.0000,50.0000,152.5000,0.00210230
50.0000,50.0000,155.0000,0.00247901
50.0000,50.0000,157.5000,0.00275033
50.0000,50.0000,160.0000,0.00319423
50.0000,50.0000,162.5000,0.00351913
50.0000,50.0000,165.0000,0.00405854
50.0000,50.0000,167.5000,0.00445869
50.0000,50.0000,170.0000,0.00513108
50.0000,50.0000,172.5000,0.00563489
50.0000,50.0000,175.0000,0.00648833
50.0000,50.0000,177.5000,0.00713190
50.0000,50.0000,180.0000,0.00822699
50.0000,50.0000,182.5000,0.00905490
50.0000,50.0000,185.0000,0.01046522
50.0000,50.0000,187.5000,0.01153188
50.0000,50.0000,190.0000,0.01334826
50.0000,50.0000,192.5000,0.01472067
50.0000,50.0000,195.0000,0.01705489
50.0000,50.0000,197.5000,0.01881697
50.0000,50.0000,200.0000,0.02181219
50.0000,50.0000,202.5000,0.02407263
50.0000,50.0000,205.0000,0.02791684
50.0000,50.0000,207.5000,0.03082175
50.0000,50.0000,210.0000,0.03577077
50.0000,50.0000,212.5000,0.03951644
50.0000,50.0000,215.0000,0.04590393
50.0000,50.0000,217.5000,0.05073802
50.0000,50.0000,220.0000,0.05896500
50.0000,50.0000,222.5000,0.06516468
50.0000,50.0000,225.0000,0.07563752
50.0000,50.0000,227.5000,0.08344779
50.0000,50.0000,230.0000,0.09644494
50.0000,50.0000,232.5000,0.10595267
50.0000,50.0000,235.0000,0.12138004
50.0000,50.0000,237.5000,0.13232934
50.0000,50.0000,240.0000,0.14945265
50.0000,50.0000,242.5000,0.16110367
50.0000,50.0000,245.0000,0.17846266
50.0000,50.0000,247.5000,0.18965765
50.0000,50.0000,250.0000,0.20537005
50.0000,50.0000,252.5000,0.21484828
50.0000,50.0000,255.0000,0.22717141
50.0000,50.0000,257.5000,0.23394563
50.0000,50.0000,260.0000,0.24173537
50.0000,50.0000,262.5000,0.24527717
50.0000,50.0000,265.0000,0.24807115
50.0000,50.0000,267.5000,0.24827060
50.0000,50.0000,270.0000,0.24616388
50.0000,50.0000,272.5000,0.24324248
50.0000,50.0000,275.0000,0.23679591
50.0000,50.0000,277.5000,0.23127903
50.0000,50.0000,280.0000,0.22149038
50.0000,50.0000,282.5000,0.21415634
50.0000,50.0000,285.0000,0.20229317
50.0000,50.0000,287.5000,0.19400508
50.0000,50.0000,290.0000,0.18130352
50.0000,50.0000,292.5000,0.17280429
50.0000,50.0000,295.0000,0.16021426
50.0000,50.0000,297.5000,0.15202013
50.0000,50.0000,300.0000,0.14014507
50.0000,50.0000,302.5000,0.13255292
50.0000,50.0000,305.0000,0.12170432
50.0000,50.0000,307.5000,0.11484952
50.0000,50.0000,310.0000,0.10514601
50.0000,50.0000,312.5000,0.09906178
50.0000,50.0000,315.0000,0.09050202
50.0000,50.0000,317.5000,0.08516343
50.0000,50.0000,320.0000,0.07768509
50.0000,50.0000,322.5000,0.07303739
50.0000,50.0000,325.0000,0.06654550
50.0000,50.0000,327.5000,0.06252131
50.0000,50.0000,330.0000,0.05691231
50.0000,50.0000,332.5000,0.05344124
50.0000,50.0000,335.0000,0.04860977
50.0000,50.0000,337.5000,0.04562379
50.0000,50.0000,340.0000,0.04147204
50.0000,50.0000,342.5000,0.03890809
50.0000,50.0000,345.0000,0.03534523
50.0000,50.0000,347.5000,0.03314636
50.0000,50.0000,350.0000,0.03009231
50.0000,50.0000,352.5000,0.02820788
50.0000,50.0000,355.0000,0.02559089
50.0000,50.0000,357.5000,0.02397647
50.0000,50.0000,360.0000,0.02173466
50.0000,50.0000,362.5000,0.02035149
50.0000,50.0000,365.0000,0.01843045
50.0000,50.0000,367.5000,0.01724508
50.0000,50.0000,370.0000,0.01559853
50.0000,50.0000,372.5000,0.01458224
50.0000,50.0000,375.0000,0.01317018
50.0000,50.0000,377.5000,0.01229858
50.0000,50.0000,380.0000,0.01108766
50.0000,50.0000,382.5000,0.01034032
50.0000,50.0000,385.0000,0.00930255
50.0000,50.0000,387.5000,0.00866271
50.0000,50.0000,390.0000,0.00777555
50.0000,50.0000,392.5000,0.00722967
50.0000,50.0000,395.0000,0.00647485
50.0000,50.0000,397.5000,0.00601204
50.0000,50.0000,400.0000,0.00537477
50.0000,50.0000,402.5000,0.00498584
50.0000,50.0000,405.0000,0.00445289
50.0000,52.5000,130.0000,0.00011581
50.0000,52.5000,132.5000,0.00010358
50.0000,52.5000,135.0000,0.00027167
50.0000,52.5000,137.5000,0.00049593
50.0000,52.5000,140.0000,0.00081374
50.0000,52.5000,142.5000,0.00102066
50.0000,52.5000,145.0000,0.00133336
50.0000,52.5000,147.5000,0.00154733
50.0000,52.5000,150.0000,0.00188225
50.0000,52.5000,152.5000,0.00211792
50.0000,52.5000,155.0000,0.00249548
50.0000,52.5000,157.5000,0.00276670
50.0000,52.5000,160.0000,0.00320938
50.0000,52.5000,162.5000,0.00353276
50.0000,52.5000,165.0000,0.00406894
50.0000,52.5000,167.5000,0.00446641
50.0000,52.5000,170.0000,0.00513428
50.0000,52.5000,172.5000,0.00563497
50.0000,52.5000,175.0000,0.00648409
50.0000,52.5000,177.5000,0.00712533
50.0000,52.5000,180.0000,0.00821830
50.0000,52.5000,182.5000,0.00904606
50.0000,52.5000,185.0000,0.01045865
50.0000,52.5000,187.5000,0.01152887
50.0000,52.5000,190.0000,0.01335438
50.0000,52.5000,192.5000,0.01473587
50.0000,52.5000,195.0000,0.01708909
50.0000,52.5000,197.5000,0.01886804
50.0000,52.5000,200.0000,0.02189623
50.0000,52.5000,202.5000,0.02418497
50.0000,52.5000,205.0000,0.02808432
50.0000,52.5000,207.5000,0.03103739
50.0000,52.5000,210.0000,0.03608307
50.0000,52.5000,212.5000,0.03991543
50.0000,52.5000,215.0000,0.04647976
50.0000,52.5000,217.5000,0.05147283
50.0000,52.5000,220.0000,0.06002070
50.0000,52.5000,222.5000,0.06650370
50.0000,52.5000,225.0000,0.07753384
50.0000,52.5000,227.5000,0.08582154
50.0000,52.5000,230.0000,0.09972286
50.0000,52.5000,232.5000,0.10997224
50.0000,52.5000,235.0000,0.12673080
50.0000,52.5000,237.5000,0.13870820
50.0000,52.5000,240.0000,0.15755148
50.0000,52.5000,242.5000,0.17043385
50.0000,52.5000,245.0000,0.18968829
50.0000,52.5000,247.5000,0.20212631
50.0000,52.5000,250.0000,0.21958194
50.0000,52.5000,252.5000,0.23009548
50.0000,52.5000,255.0000,0.24372298
50.0000,52.5000,257.5000,0.25118061
50.0000,52.5000,260.0000,0.25970153
50.0000,52.5000,262.5000,0.26353465
50.0000,52.5000,265.0000,0.26647856
50.0000,52.5000,267.5000,0.26659282
